FIPSCode,Jurisdiction_Name,State_Abbr,A1a,A1b,A9a,A9b,A9c,A9d,A9e,A9f,A9g
2500500520,ACUSHNET TOWN,MA,7510,6826,727,474,167,0,61,Does not apply,3
2500502690,ATTLEBORO CITY,MA,29614,21848,4283,1692,469,0,1483,Does not apply,82
2500505280,BERKLEY TOWN,MA,4914,3979,425,258,73,1,25,Does not apply,3
2500516425,DARTMOUTH TOWN,MA,22344,18035,3219,1359,498,0,1051,Does not apply,12
2500516950,DIGHTON TOWN,MA,5507,4862,605,258,87,0,134,Does not apply,16
2500520100,EASTON TOWN,MA,16979,14169,2360,1518,261,0,440,Does not apply,29
2500522130,FAIRHAVEN TOWN,MA,11497,11497,1335,908,271,0,0,Does not apply,67
2500523000,FALL RIVER CITY,MA,50156,30274,8394,2534,1345,0,3714,Does not apply,15
2500525240,FREETOWN TOWN,MA,6571,5718,775,350,109,0,211,Does not apply,4
2500538225,MANSFIELD TOWN,MA,17102,16435,1823,872,223,0,252,Does not apply,125
2500545000,NEW BEDFORD CITY,MA,58198,55515,5941,4012,1163,3,232,Does not apply,20
2500546575,NORTH ATTLEBOROUGH TOWN,MA,20254,16346,2643,1534,323,0,679,Does not apply,19
2500549970,NORTON TOWN,MA,12957,12530,1642,1068,216,0,247,Does not apply,13
2500556060,RAYNHAM TOWN,MA,11767,11479,681,429,194,0,0,Does not apply,10
2500556375,REHOBOTH TOWN,MA,9311,8835,916,338,136,0,198,Does not apply,7
2500560645,SEEKONK TOWN,MA,10505,9547,1293,994,155,0,4,Does not apply,5
2500562430,SOMERSET TOWN,MA,13337,11124,1664,689,397,0,202,Does not apply,2
2500568750,SWANSEA TOWN,MA,12527,11719,784,371,264,0,0,Does not apply,31
2500569170,TAUNTON CITY,MA,35132,23955,4789,2269,708,2,1163,Does not apply,87
2500577570,WESTPORT TOWN,MA,12131,11692,1154,668,246,1,189,Does not apply,4
2500701585,AQUINNAH,MA,371,368,51,38,4,0,0,Does not apply,5
2500713800,CHILMARK TOWN,MA,1003,912,111,66,24,0,0,Does not apply,11
2500721150,EDGARTOWN TOWN,MA,3723,3658,394,217,74,3,45,Does not apply,10
2500726325,GOSNOLD TOWN,MA,129,129,34,20,2,0,12,Does not apply,0
2500750390,OAK BLUFFS TOWN,MA,3924,3188,573,308,79,7,142,Does not apply,11
2500769940,TISBURY TOWN,MA,3538,3445,421,291,71,2,38,Does not apply,4
2500778235,WEST TISBURY TOWN,MA,2564,2546,283,186,37,0,35,Does not apply,5
2500901185,AMESBURY TOWN,MA,12596,9983,1498,1203,193,0,0,Does not apply,4
2500901465,ANDOVER TOWN,MA,24481,21281,3089,1525,318,1,765,Does not apply,7
2500905595,BEVERLY CITY,MA,28419,24799,4129,2705,618,0,604,Does not apply,17
2500907420,BOXFORD TOWN,MA,6330,5703,702,384,93,0,17,Does not apply,13
2500916250,DANVERS TOWN,MA,20680,19747,1856,1098,449,7,52,Does not apply,20
2500921850,ESSEX TOWN,MA,2792,2621,355,194,61,0,43,Does not apply,10
2500925625,GEORGETOWN TOWN,MA,6196,5791,870,473,94,0,206,Does not apply,4
2500926150,GLOUCESTER CITY,MA,21946,16758,1923,923,492,1,0,Does not apply,156
2500927620,GROVELAND TOWN,MA,5144,5134,559,413,100,1,0,Does not apply,17
2500927900,HAMILTON TOWN,MA,6015,5805,566,441,75,0,0,Does not apply,9
2500929405,HAVERHILL CITY,MA,42976,40415,10074,2393,811,6,6346,Does not apply,44
2500932310,IPSWICH TOWN,MA,11238,10719,957,563,250,0,0,Does not apply,41
2500934550,LAWRENCE CITY,MA,42269,23399,8345,3091,590,6,4015,Does not apply,21
2500937490,LYNN CITY,MA,53792,49080,5478,2982,1129,7,469,Does not apply,13
2500937560,LYNNFIELD TOWN,MA,9315,8222,1214,742,159,2,152,Does not apply,6
2500937995,MANCHESTER-BY-THE-SEA T,MA,4236,4055,548,337,67,0,45,Does not apply,9
2500938400,MARBLEHEAD TOWN,MA,15857,13579,1921,875,252,0,398,Does not apply,13
2500940430,MERRIMAC TOWN,MA,5185,5000,466,358,68,0,0,Does not apply,9
2500940710,METHUEN TOWN,MA,34881,31533,2911,1954,592,0,44,Does not apply,32
2500941095,MIDDLETON TOWN,MA,6655,6329,697,448,124,0,70,Does not apply,5
2500943580,NAHANT TOWN,MA,2719,2557,409,249,72,0,20,Does not apply,10
2500945175,NEWBURY TOWN,MA,5373,5134,716,514,80,0,56,Does not apply,11
2500945245,NEWBURYPORT CITY,MA,14586,14530,1901,1023,267,0,474,Does not apply,40
2500946365,NORTH ANDOVER TOWN,MA,20355,18743,3136,2066,412,0,275,Does not apply,9
2500952490,PEABODY CITY,MA,37899,34938,4338,2083,1267,0,613,Does not apply,65
2500957880,ROCKPORT TOWN,MA,5828,5653,692,501,134,0,30,Does not apply,6
2500958405,ROWLEY TOWN,MA,4869,4661,429,223,76,0,108,Does not apply,4
2500959105,SALEM CITY,MA,32047,28676,2733,2033,480,0,0,Does not apply,22
2500959245,SALISBURY TOWN,MA,6594,5473,1061,564,110,0,234,Does not apply,4
2500960015,SAUGUS TOWN,MA,19051,14650,2407,1400,496,0,238,Does not apply,10
2500968645,SWAMPSCOTT TOWN,MA,11146,9950,1370,752,228,0,249,Does not apply,10
2500970150,TOPSFIELD TOWN,MA,4925,4666,625,280,110,0,57,Does not apply,73
2500974595,WENHAM TOWN,MA,2839,2655,477,396,51,0,0,Does not apply,12
2500977150,WEST NEWBURY TOWN,MA,3516,3509,506,418,44,0,0,Does not apply,1
2501102095,ASHFIELD TOWN,MA,1378,1330,162,92,21,0,20,Does not apply,3
2501105560,BERNARDSTON TOWN,MA,1598,1598,138,85,35,0,0,Does not apply,5
2501109595,BUCKLAND TOWN,MA,1351,1256,144,111,23,0,2,Does not apply,2
2501112505,CHARLEMONT TOWN,MA,929,927,74,45,20,0,0,Does not apply,0
2501114885,COLRAIN TOWN,MA,1221,1198,108,79,24,0,0,Does not apply,1
2501115200,CONWAY TOWN,MA,1532,1449,119,71,17,0,23,Does not apply,2
2501116670,DEERFIELD TOWN,MA,3748,3378,572,362,85,0,78,Does not apply,16
2501121780,ERVING TOWN,MA,1157,1061,99,60,20,0,0,Does not apply,1
2501125730,GILL TOWN,MA,1104,1104,184,152,18,0,0,Does not apply,1
2501127025,GREENFIELD TOWN,MA,11737,11093,2089,1660,323,1,34,Does not apply,6
2501129475,HAWLEY TOWN,MA,254,242,38,30,3,0,0,Does not apply,3
2501129650,HEATH TOWN,MA,534,523,42,24,17,0,0,Does not apply,1
2501135180,LEVERETT TOWN,MA,1500,1352,267,197,23,0,27,Does not apply,1
2501135285,LEYDEN TOWN,MA,574,573,56,35,11,0,0,Does not apply,4
2501142040,MONROE TOWN,MA,83,83,12,6,1,0,0,Does not apply,0
2501142285,MONTAGUE TOWN,MA,6112,5004,1114,587,173,0,304,Does not apply,9
2501145490,NEW SALEM TOWN,MA,755,755,45,38,7,0,0,Does not apply,0
2501147835,NORTHFIELD TOWN,MA,2339,2268,207,141,44,0,0,Does not apply,1
2501151265,ORANGE TOWN,MA,4878,4804,442,275,136,0,3,Does not apply,1
2501158335,ROWE TOWN,MA,285,285,26,19,4,1,0,Does not apply,1
2501161135,SHELBURNE TOWN,MA,1396,1390,191,128,37,1,5,Does not apply,2
2501161905,SHUTESBURY TOWN,MA,1462,1288,260,153,21,0,29,Does not apply,6
2501168400,SUNDERLAND TOWN,MA,2525,1954,663,481,35,0,139,Does not apply,0
2501173265,WARWICK TOWN,MA,607,607,46,35,9,0,0,Does not apply,0
2501174525,WENDELL TOWN,MA,705,628,111,74,12,0,3,Does not apply,17
2501179110,WHATELY TOWN,MA,1190,1087,148,84,19,0,28,Does not apply,0
2501300765,AGAWAM TOWN,MA,21372,17626,2266,781,545,2,815,Does not apply,12
2501306085,BLANDFORD TOWN,MA,899,899,97,65,18,0,0,Does not apply,10
2501308470,BRIMFIELD TOWN,MA,2707,2689,392,303,59,0,0,Does not apply,3
2501313485,CHESTER TOWN,MA,889,870,121,96,15,0,0,Does not apply,4
2501313660,CHICOPEE CITY,MA,37410,32764,4485,1980,945,4,1094,Does not apply,30
2501319645,EAST LONGMEADOW TOWN,MA,11951,11609,1235,571,307,0,292,Does not apply,3
2501326675,GRANVILLE TOWN,MA,1190,1190,164,103,24,0,0,Does not apply,1
2501328075,HAMPDEN TOWN,MA,3894,3383,439,202,106,1,94,Does not apply,17
2501330665,HOLLAND TOWN,MA,1853,1853,327,260,36,0,0,Does not apply,1
2501330840,HOLYOKE CITY,MA,26803,22889,4356,2211,632,5,1133,Does not apply,23
2501336300,LONGMEADOW TOWN,MA,12138,11018,1031,527,290,1,127,Does not apply,4
2501337175,LUDLOW TOWN,MA,14296,11822,1200,712,322,1,0,Does not apply,22
2501342145,MONSON TOWN,MA,5825,5578,742,288,91,1,248,Does not apply,1
2501342530,MONTGOMERY TOWN,MA,596,596,78,60,17,0,0,Does not apply,0
2501352105,PALMER TOWN,MA,8221,7783,1304,605,195,0,404,Does not apply,28
2501358650,RUSSELL TOWN,MA,1164,1159,55,26,19,0,0,Does not apply,1
2501365825,SOUTHWICK TOWN,MA,6849,5793,1050,374,134,0,418,Does not apply,73
2501367000,SPRINGFIELD CITY,MA,110613,92368,7205,3328,2164,4,561,Does not apply,24
2501370045,TOLLAND TOWN,MA,384,380,70,49,12,0,0,Does not apply,5
2501372390,WALES TOWN,MA,1262,1125,212,157,33,0,0,Does not apply,6
2501376030,WESTFIELD CITY,MA,26134,19833,2722,1470,562,0,1,Does not apply,242
2501377850,WEST SPRINGFIELD TOWN,MA,17576,14826,2624,1195,404,1,856,Does not apply,5
2501379740,WILBRAHAM TOWN,MA,10706,9882,1222,453,230,0,231,Does not apply,23
2501501325,AMHERST TOWN,MA,21993,13393,4566,3764,237,0,1,Does not apply,39
2501504825,BELCHERTOWN TOWN,MA,10599,9627,1310,863,127,0,93,Does not apply,12
2501513590,CHESTERFIELD TOWN,MA,921,916,100,75,16,0,1,Does not apply,7
2501516040,CUMMINGTON TOWN,MA,657,589,178,147,22,0,0,Does not apply,1
2501519330,EASTHAMPTON TOWN,MA,12262,11292,1777,916,273,2,345,Does not apply,5
2501526290,GOSHEN TOWN,MA,738,706,76,56,12,0,0,Does not apply,2
2501526535,GRANBY TOWN,MA,4657,4349,537,315,66,1,81,Does not apply,2
2501527690,HADLEY TOWN,MA,3948,3592,801,558,104,0,59,Does not apply,24
2501529265,HATFIELD TOWN,MA,2606,2369,432,199,69,1,86,Does not apply,36
2501531785,HUNTINGTON TOWN,MA,1509,1146,211,135,35,0,20,Does not apply,0
2501540990,MIDDLEFIELD TOWN,MA,358,348,40,29,9,0,0,Does not apply,0
2501546330,NORTHAMPTON CITY,MA,21112,17700,3913,1910,396,1,913,Does not apply,17
2501552560,PELHAM TOWN,MA,1080,986,134,94,13,0,2,Does not apply,1
2501554030,PLAINFIELD TOWN,MA,482,482,72,62,5,0,0,Does not apply,2
2501562745,SOUTHAMPTON TOWN,MA,4723,4097,433,291,84,1,1,Does not apply,4
2501564145,SOUTH HADLEY TOWN,MA,11457,11372,1660,1285,272,0,0,Does not apply,4
2501572880,WARE TOWN,MA,6545,6061,741,315,169,0,129,Does not apply,1
2501576380,WESTHAMPTON TOWN,MA,1309,1276,123,77,11,0,19,Does not apply,2
2501579915,WILLIAMSBURG TOWN,MA,1981,1977,302,240,41,0,6,Does not apply,1
2501582175,WORTHINGTON TOWN,MA,986,986,65,51,12,0,0,Does not apply,0
2501700380,ACTON TOWN,MA,15386,14612,2335,1317,182,1,296,Does not apply,394
2501701605,ARLINGTON TOWN,MA,31381,29897,5085,2998,532,0,1115,Does not apply,101
2501701955,ASHBY TOWN,MA,2387,2239,362,303,44,0,0,Does not apply,1
2501702130,ASHLAND TOWN,MA,11765,10020,1622,1120,150,0,84,Does not apply,17
2501703005,AYER TOWN,MA,5774,5748,738,512,115,0,81,Does not apply,12
2501704615,BEDFORD TOWN,MA,9963,9100,1440,520,241,0,176,Does not apply,466
2501705070,BELMONT TOWN,MA,17730,15075,2726,1598,263,1,718,Does not apply,13
2501705805,BILLERICA TOWN,MA,28153,22827,3953,1971,507,0,879,Does not apply,13
2501707350,BOXBOROUGH TOWN,MA,3862,3339,560,468,43,0,0,Does not apply,2
2501709840,BURLINGTON TOWN,MA,17813,16423,2271,1200,401,0,367,Does not apply,3
2501711000,CAMBRIDGE CITY,MA,70733,53670,17236,7378,742,0,6086,Does not apply,1120
2501711525,CARLISLE TOWN,MA,3897,3840,639,483,50,0,13,Does not apply,11
2501713135,CHELMSFORD TOWN,MA,25206,21941,3448,1948,488,1,575,Does not apply,19
2501715060,CONCORD TOWN,MA,13584,12357,1618,892,282,0,230,Does not apply,13
2501717475,DRACUT TOWN,MA,21947,16391,3386,1867,424,1,911,Does not apply,21
2501717825,DUNSTABLE TOWN,MA,2501,2097,266,136,39,0,57,Does not apply,1
2501721990,EVERETT CITY,MA,20641,16821,4605,2590,413,2,1301,Does not apply,12
2501724925,FRAMINGHAM TOWN,MA,41516,31319,4531,2939,747,2,3,Does not apply,21
2501727480,GROTON TOWN,MA,8309,7228,1256,536,106,0,357,Does not apply,197
2501730700,HOLLISTON TOWN,MA,10745,9581,1183,704,147,1,221,Does not apply,52
2501731085,HOPKINTON TOWN,MA,12178,10156,1396,883,129,2,167,Does not apply,4
2501731540,HUDSON TOWN,MA,13483,12666,1750,905,252,0,269,Does not apply,51
2501735215,LEXINGTON TOWN,MA,22013,20151,2900,1523,422,2,365,Does not apply,19
2501735425,LINCOLN TOWN,MA,4797,4448,810,397,109,0,181,Does not apply,9
2501735950,LITTLETON TOWN,MA,7193,7164,744,580,126,0,2,Does not apply,8
2501737000,LOWELL CITY,MA,60951,35832,14291,4978,1109,1,7484,Does not apply,79
2501737875,MALDEN CITY,MA,32525,23016,6938,4052,519,0,2013,Does not apply,15
2501738715,MARLBOROUGH CITY,MA,23231,18640,4272,2122,489,0,971,Does not apply,58
2501739625,MAYNARD TOWN,MA,7804,6683,920,502,129,0,249,Does not apply,5
2501739835,MEDFORD CITY,MA,39087,37092,7401,6091,742,0,98,Does not apply,27
2501740115,MELROSE CITY,MA,20195,17391,3529,2237,361,4,673,Does not apply,9
2501743895,NATICK TOWN,MA,23284,21679,4126,3249,419,0,329,Does not apply,9
2501745560,NEWTON CITY,MA,60323,49379,6608,5405,745,0,0,Does not apply,42
2501748955,NORTH READING TOWN,MA,11235,9454,1551,767,184,0,356,Does not apply,32
2501752805,PEPPERELL TOWN,MA,8431,8172,1206,1030,122,0,4,Does not apply,13
2501756130,READING TOWN,MA,19830,15149,1428,1006,293,0,38,Does not apply,6
2501761380,SHERBORN TOWN,MA,3232,3024,378,207,30,0,1,Does not apply,1
2501761590,SHIRLEY TOWN,MA,4307,4094,700,453,76,0,134,Does not apply,15
2501762535,SOMERVILLE CITY,MA,54684,41843,15079,8872,590,0,3237,Does not apply,35
2501767665,STONEHAM TOWN,MA,16584,15016,2101,1274,382,0,131,Does not apply,19
2501768050,STOW TOWN,MA,5334,5142,521,295,72,0,67,Does not apply,1
2501768260,SUDBURY TOWN,MA,12951,12123,1907,914,153,5,339,Does not apply,6
2501769415,TEWKSBURY TOWN,MA,22714,20446,2940,1561,404,2,777,Does not apply,5
2501770360,TOWNSEND TOWN,MA,6615,5492,880,625,104,77,2,Does not apply,3
2501771025,TYNGSBOROUGH TOWN,MA,8932,7820,1008,560,114,0,300,Does not apply,12
2501772215,WAKEFIELD TOWN,MA,19062,18479,2348,1283,405,1,471,Does not apply,58
2501772600,WALTHAM CITY,MA,35036,27901,6794,5555,604,0,139,Does not apply,62
2501773440,WATERTOWN TOWN,MA,24447,23421,3491,1752,424,0,1137,Does not apply,9
2501773790,WAYLAND TOWN,MA,10331,9422,1236,687,181,0,139,Does not apply,46
2501776135,WESTFORD TOWN,MA,17009,14997,1933,1321,192,0,273,Does not apply,4
2501777255,WESTON TOWN,MA,8322,7713,1046,491,152,0,195,Does not apply,29
2501780230,WILMINGTON TOWN,MA,17231,17004,1541,986,287,0,1,Does not apply,200
2501780510,WINCHESTER TOWN,MA,15653,14504,1895,1110,283,0,286,Does not apply,23
2501781035,WOBURN CITY,MA,26063,21449,4460,2235,595,0,924,Does not apply,16
2501943790,NANTUCKET TOWN,MA,9090,9043,1202,472,134,5,481,Does not apply,7
2502102935,AVON TOWN,MA,3294,2725,421,306,84,0,2,Does not apply,0
2502104930,BELLINGHAM TOWN,MA,11212,11212,1661,1413,153,1,1,Does not apply,11
2502107665,BRAINTREE TOWN,MA,27940,25536,2296,1472,635,1,1,Does not apply,8
2502109175,BROOKLINE TOWN,MA,37726,28455,9151,4482,428,1,3013,Does not apply,57
2502111315,CANTON TOWN,MA,16467,14847,2302,1362,416,0,375,Does not apply,4
2502114640,COHASSET TOWN,MA,6046,5707,960,453,117,0,92,Does not apply,243
2502116495,DEDHAM TOWN,MA,19124,18539,2136,919,540,0,578,Does not apply,11
2502117405,DOVER TOWN,MA,4259,4208,612,455,43,1,10,Does not apply,6
2502124820,FOXBOROUGH TOWN,MA,13067,12274,1512,852,214,0,247,Does not apply,6
2502125100,FRANKLIN TOWN,MA,23336,21974,1901,1307,295,0,9,Does not apply,44
2502130455,HOLBROOK TOWN,MA,7578,7288,1029,572,187,1,199,Does not apply,7
2502139765,MEDFIELD TOWN,MA,8942,8853,1153,915,96,0,49,Does not apply,7
2502139975,MEDWAY TOWN,MA,9680,9520,876,645,118,0,51,Does not apply,21
2502141515,MILLIS TOWN,MA,6254,6216,600,450,85,0,8,Does not apply,10
2502141690,MILTON TOWN,MA,21519,17984,1738,1095,380,0,22,Does not apply,167
2502144105,NEEDHAM TOWN,MA,22400,21406,2097,1315,444,0,210,Does not apply,18
2502146050,NORFOLK TOWN,MA,7220,6857,954,553,83,1,57,Does not apply,16
2502150250,NORWOOD TOWN,MA,20907,19058,2779,1449,497,1,706,Does not apply,4
2502154100,PLAINVILLE TOWN,MA,6513,5502,929,552,116,0,179,Does not apply,14
2502155745,QUINCY CITY,MA,61442,57589,7100,4358,1386,3,58,Does not apply,138
2502155955,RANDOLPH TOWN,MA,21723,18536,3044,1583,377,0,828,Does not apply,15
2502160785,SHARON TOWN,MA,12575,11712,1652,1004,161,3,341,Does not apply,13
2502167945,STOUGHTON TOWN,MA,19193,18841,2314,983,315,39,848,Does not apply,25
2502172495,WALPOLE TOWN,MA,18174,15510,1824,1290,341,0,42,Does not apply,5
2502174175,WELLESLEY TOWN,MA,17947,16793,2951,2601,274,1,4,Does not apply,20
2502178690,WESTWOOD TOWN,MA,11415,10531,1366,725,240,1,142,Does not apply,8
2502178865,WEYMOUTH TOWN,MA,37208,33071,6049,4462,838,1,329,Does not apply,13
2502182315,WRENTHAM TOWN,MA,8523,7363,1075,597,155,0,165,Does not apply,9
2502300170,ABINGTON TOWN,MA,11923,10003,1515,873,195,1,0,Does not apply,375
2502308085,BRIDGEWATER TOWN,MA,16742,16739,2190,1436,263,2,355,Does not apply,11
2502309000,BROCKTON CITY,MA,56097,52479,6367,3124,1168,1,1292,Does not apply,112
2502311665,CARVER TOWN,MA,8466,6634,946,675,191,0,0,Does not apply,9
2502317895,DUXBURY TOWN,MA,12379,12345,1300,985,215,1,0,Does not apply,5
2502318455,EAST BRIDGEWATER TOWN,MA,10298,9453,1128,615,151,0,164,Does not apply,4
2502327795,HALIFAX TOWN,MA,5775,5452,606,311,126,0,97,Does not apply,24
2502328285,HANOVER TOWN,MA,10688,9731,1063,580,156,0,0,Does not apply,267
2502328495,HANSON TOWN,MA,7672,6738,934,683,119,0,6,Does not apply,2
2502330210,HINGHAM TOWN,MA,17645,17281,1874,1100,536,114,20,Does not apply,5
2502331645,HULL TOWN,MA,9030,6702,1240,746,189,0,4,Does not apply,66
2502333220,KINGSTON TOWN,MA,9779,9752,1262,713,218,0,275,Does not apply,10
2502333920,LAKEVILLE TOWN,MA,8410,7875,839,422,137,0,126,Does not apply,0
2502338540,MARION TOWN,MA,4107,3960,410,273,106,0,1,Does not apply,16
2502338855,MARSHFIELD TOWN,MA,20030,19531,1752,1273,354,0,7,Does not apply,9
2502339450,MATTAPOISETT TOWN,MA,5296,4935,592,371,125,0,52,Does not apply,8
2502340850,MIDDLEBOROUGH TOWN,MA,17266,15788,2256,853,389,1,860,Does not apply,3
2502350145,NORWELL TOWN,MA,8015,7918,951,527,125,201,15,Does not apply,5
2502352630,PEMBROKE TOWN,MA,13316,13236,1617,1163,198,0,1,Does not apply,81
2502354310,PLYMOUTH TOWN,MA,42819,37738,5388,2798,842,0,1300,Does not apply,31
2502354415,PLYMPTON TOWN,MA,2278,1989,251,170,41,0,2,Does not apply,2
2502357600,ROCHESTER TOWN,MA,4500,4298,311,234,49,0,0,Does not apply,6
2502357775,ROCKLAND TOWN,MA,12197,11497,1678,1291,290,0,0,Does not apply,10
2502360330,SCITUATE TOWN,MA,14811,14664,1535,791,275,0,331,Does not apply,30
2502372985,WAREHAM TOWN,MA,15481,15479,1758,923,360,1,310,Does not apply,8
2502375260,WEST BRIDGEWATER TOWN,MA,5346,5036,685,415,131,1,95,Does not apply,1
2502379530,WHITMAN TOWN,MA,10820,9947,993,766,188,0,1,Does not apply,0
2502507000,BOSTON CITY,MA,413649,370052,70364,28215,5613,23,29760,Does not apply,194
2502513205,CHELSEA CITY,MA,16838,7969,2777,1626,352,0,497,Does not apply,8
2502556585,REVERE CITY,MA,28425,19544,4960,2511,692,8,1176,Does not apply,4
2502580930,WINTHROP TOWN,MA,12917,12300,1165,722,246,0,153,Does not apply,5
2502701885,ASHBURNHAM TOWN,MA,4491,4387,516,399,84,0,1,Does not apply,1
2502702480,ATHOL TOWN,MA,7000,6058,871,628,185,0,0,Does not apply,0
2502702760,AUBURN TOWN,MA,11935,10740,1567,866,325,0,188,Does not apply,10
2502703740,BARRE TOWN,MA,3689,3246,586,376,76,1,92,Does not apply,3
2502705490,BERLIN TOWN,MA,2341,2325,240,164,47,0,0,Does not apply,19
2502706015,BLACKSTONE TOWN,MA,6544,5106,563,462,95,0,0,Does not apply,1
2502706365,BOLTON TOWN,MA,4077,3912,339,211,36,0,3,Does not apply,70
2502707525,BOYLSTON TOWN,MA,3553,3552,403,307,60,1,0,Does not apply,4
2502709105,BROOKFIELD TOWN,MA,2391,2365,267,189,60,0,0,Does not apply,6
2502712715,CHARLTON TOWN,MA,9785,8660,1002,746,216,1,0,Does not apply,3
2502714395,CLINTON TOWN,MA,9601,7394,1938,1577,214,0,0,Does not apply,7
2502717300,DOUGLAS TOWN,MA,6453,6094,654,346,79,0,175,Does not apply,8
2502717685,DUDLEY TOWN,MA,7408,6698,1007,497,126,10,244,Does not apply,11
2502718560,EAST BROOKFIELD TOWN,MA,1551,1320,217,137,33,0,18,Does not apply,1
2502723875,FITCHBURG CITY,MA,25668,16618,2976,2025,587,2,0,Does not apply,83
2502725485,GARDNER CITY,MA,11932,9139,2275,1130,326,2,636,Does not apply,7
2502726430,GRAFTON TOWN,MA,13147,12017,1964,1194,183,0,468,Does not apply,1
2502728740,HARDWICK TOWN,MA,1804,1583,257,209,41,0,0,Does not apply,0
2502728950,HARVARD TOWN,MA,4533,4171,479,263,53,0,79,Does not apply,12
2502730560,HOLDEN TOWN,MA,13957,12486,1474,660,224,0,212,Does not apply,200
2502730945,HOPEDALE TOWN,MA,4143,4058,557,271,87,0,175,Does not apply,4
2502731435,HUBBARDSTON TOWN,MA,3359,3241,408,225,52,0,55,Does not apply,2
2502734165,LANCASTER TOWN,MA,5218,4930,469,250,85,0,94,Does not apply,18
2502734795,LEICESTER TOWN,MA,7464,6675,1115,647,149,0,189,Does not apply,25
2502735075,LEOMINSTER CITY,MA,28256,22286,3528,2505,633,2,2,Does not apply,15
2502737420,LUNENBURG TOWN,MA,8065,6476,1012,802,127,1,36,Does not apply,7
2502740255,MENDON TOWN,MA,4444,4335,431,337,51,0,6,Does not apply,1
2502741165,MILFORD TOWN,MA,18491,15359,2294,1495,368,2,159,Does not apply,3
2502741340,MILLBURY TOWN,MA,9538,8940,1055,500,202,222,0,Does not apply,7
2502741585,MILLVILLE TOWN,MA,2238,2092,288,195,31,0,14,Does not apply,2
2502745105,NEW BRAINTREE TOWN,MA,760,757,79,56,14,0,3,Does not apply,2
2502746820,NORTHBOROUGH TOWN,MA,11400,10720,1351,772,199,0,125,Does not apply,3
2502746925,NORTHBRIDGE TOWN,MA,11186,9863,1648,753,246,0,398,Does not apply,0
2502747135,NORTH BROOKFIELD TOWN,MA,3480,3226,419,228,66,0,93,Does not apply,0
2502750670,OAKHAM TOWN,MA,1360,1278,205,176,14,0,0,Does not apply,4
2502751825,OXFORD TOWN,MA,9315,8132,1252,729,165,0,280,Does not apply,3
2502752420,PAXTON TOWN,MA,3341,2722,377,169,59,0,88,Does not apply,39
2502753120,PETERSHAM TOWN,MA,960,881,118,74,20,0,16,Does not apply,0
2502753225,PHILLIPSTON TOWN,MA,1236,1236,151,114,20,0,0,Does not apply,1
2502755395,PRINCETON TOWN,MA,2813,2549,323,147,34,0,70,Does not apply,15
2502758580,ROYALSTON TOWN,MA,905,905,82,56,18,0,4,Does not apply,0
2502758825,RUTLAND TOWN,MA,6374,5955,609,306,94,1,115,Does not apply,2
2502761800,SHREWSBURY TOWN,MA,24098,22001,2920,1555,482,4,546,Does not apply,14
2502763165,SOUTHBOROUGH TOWN,MA,7439,6998,867,712,82,0,33,Does not apply,4
2502763270,SOUTHBRIDGE TOWN,MA,11478,7708,2023,825,286,0,700,Does not apply,0
2502766105,SPENCER TOWN,MA,7935,6473,1174,628,154,0,196,Does not apply,6
2502767385,STERLING TOWN,MA,6018,5602,808,367,110,0,244,Does not apply,2
2502768155,STURBRIDGE TOWN,MA,7323,7153,977,622,133,0,37,Does not apply,32
2502768610,SUTTON TOWN,MA,7160,6916,798,492,106,0,169,Does not apply,10
2502769275,TEMPLETON TOWN,MA,5255,5173,616,489,101,0,0,Does not apply,1
2502771480,UPTON TOWN,MA,5677,5365,697,493,64,0,79,Does not apply,5
2502771620,UXBRIDGE TOWN,MA,10125,8449,1411,623,189,0,354,Does not apply,5
2502773090,WARREN TOWN,MA,3360,3054,352,190,76,0,0,Does not apply,2
2502773895,WEBSTER TOWN,MA,10929,10929,1725,1016,325,120,192,Does not apply,14
2502775015,WESTBOROUGH TOWN,MA,12486,10221,1848,1035,286,1,162,Does not apply,10
2502775155,WEST BOYLSTON TOWN,MA,5534,5471,613,378,178,1,8,Does not apply,24
2502775400,WEST BROOKFIELD TOWN,MA,2694,2685,281,186,54,19,0,Does not apply,0
2502777010,WESTMINSTER TOWN,MA,5898,5607,603,248,102,0,116,Does not apply,3
2502780405,WINCHENDON TOWN,MA,6737,6241,998,370,133,0,465,Does not apply,2
2502782000,WORCESTER CITY,MA,111233,62532,10966,6983,2693,7,0,Does not apply,29
2600100000,ALCONA COUNTY,MI,9269,7961,538,75,349,Does not apply,108,Does not apply,6
2600300000,ALGER COUNTY,MI,7239,6053,431,76,220,Does not apply,127,Does not apply,8
2600500000,ALLEGAN COUNTY,MI,85147,75498,3347,494,1685,Does not apply,1073,Does not apply,95
2600700000,ALPENA COUNTY,MI,23302,19431,1366,194,854,Does not apply,280,Does not apply,38
2600900000,ANTRIM COUNTY,MI,20575,18126,1089,203,537,Does not apply,335,Does not apply,14
2601100000,ARENAC COUNTY,MI,12019,10475,561,64,424,Does not apply,63,Does not apply,10
2601300000,BARAGA COUNTY,MI,6325,4908,296,40,197,Does not apply,57,Does not apply,2
2601500000,BARRY COUNTY,MI,45691,40632,2215,286,1062,Does not apply,841,Does not apply,26
2601700000,BAY COUNTY,MI,79416,70194,3404,404,2258,Does not apply,609,Does not apply,133
